Election,Scottish STV Winners,Adaptive Quota STV Winners,Meek STV Winners,Chamberlin-Courant Winners,Greedy Chamberlin-Courant Winners,Expanding Approvals Winners,CPO-STV Winners
moray_2012_ward7.csv,"[2, 1, 3]","[2, 1, 3]","[1, 2, 3]","[1, 2, 3]","[2, 3, 1]","[2, 3, 1]","[1, 2, 3]"
moray_2017_ward1.csv,"[4, 3, 2]","[4, 3, 2]","[4, 3, 2]","[2, 3, 4]","[3, 2, 4]","[4, 2, 3]","[2, 3, 4]"
moray_2017_ward3.csv,"[2, 1, 4]","[2, 1, 4]","[2, 1, 4]","[1, 2, 4]","[2, 3, 1]","[2, 3, 1]","[1, 2, 4]"
moray_2017_ward7.csv,"[2, 4, 1]","[2, 4, 1]","[2, 4, 1]","[1, 2, 4]","[1, 4, 2]","[4, 2, 1]","[1, 2, 4]"
north_lanarkshire_2012_ward13.csv,"[1, 3, 4]","[1, 3, 4]","[1, 3, 4]","[1, 3, 4]","[1, 4, 3]","[1, 3, 4]","[1, 3, 4]"
north_lanarkshire_2012_ward9.csv,"[2, 3, 4]","[2, 3, 4]","[2, 3, 4]","[2, 3, 4]","[2, 4, 3]","[2, 3, 4]","[2, 3, 4]"
orkney_2012_ward6.csv,"[1, 2, 3]","[1, 2, 3]","[1, 2, 3]","[1, 2, 4]","[2, 1, 4]","[2, 1, 3]","[1, 2, 3]"
sc_borders_2017_ward11.csv,"[1, 3, 2]","[1, 3, 2]","[1, 3, 2]","[1, 2, 3]","[1, 3, 2]","[1, 3, 2]","[1, 2, 3]"
shetland_2012_ward5.csv,"[1, 4, 2]","[1, 4, 2]","[1, 4, 2]","[1, 2, 4]","[1, 4, 2]","[1, 4, 2]","[1, 2, 4]"
shetland_2017_ward2.csv,"[1, 4, 3]","[1, 4, 3]","[1, 4, 3]","[1, 3, 4]","[4, 1, 3]","[4, 1, 3]","[1, 3, 4]"
shetland_2017_ward6.csv,"[1, 3, 2]","[1, 2, 3]","[1, 2, 3]","[1, 2, 3]","[1, 2, 3]","[1, 3, 2]","[1, 2, 3]"
south_ayrshire_2012_ward6.csv,"[1, 2, 3]","[1, 2, 3]","[1, 2, 3]","[1, 2, 3]","[2, 3, 1]","[2, 1, 3]","[1, 2, 3]"
south_ayrshire_2012_ward8.csv,"[1, 4, 3]","[1, 4, 3]","[1, 4, 3]","[1, 3, 4]","[1, 4, 3]","[1, 4, 3]","[1, 3, 4]"
south_ayrshire_2017_ward6.csv,"[1, 4, 2]","[1, 4, 2]","[1, 4, 2]","[1, 2, 4]","[4, 2, 1]","[4, 1, 3]","[1, 2, 4]"
south_lanarkshire_2012_ward16.csv,"[1, 3, 2]","[1, 3, 2]","[1, 3, 2]","[1, 2, 3]","[1, 3, 2]","[3, 1, 2]","[1, 2, 3]"
stirling_2012_ward5.csv,"[1, 3, 4]","[1, 3, 4]","[1, 3, 4]","[1, 3, 4]","[3, 4, 1]","[3, 4, 1]","[1, 3, 4]"
aberdeenshire_2012_ward1.csv,"[1, 2, 5]","[1, 2, 5]","[1, 2, 5]","[1, 2, 5]","[1, 5, 2]","[1, 2, 5]","[1, 2, 5]"
aberdeenshire_2012_ward10.csv,"[2, 3, 4]","[2, 4, 3]","[2, 4, 3]","[1, 2, 4]","[2, 4, 1]","[2, 3, 4]","[2, 3, 4]"
aberdeenshire_2012_ward13.csv,"[3, 4, 2, 1]","[3, 4, 2, 1]","[3, 4, 1, 2]","[2, 3, 4, 5]","[4, 2, 3, 5]","[3, 4, 2, 1]","[1, 2, 3, 4]"
aberdeenshire_2012_ward15.csv,"[2, 5, 1]","[2, 5, 1]","[2, 5, 1]","[1, 2, 5]","[5, 2, 1]","[5, 2, 1]","[1, 2, 5]"
aberdeenshire_2012_ward16.csv,"[2, 3, 1]","[2, 3, 1]","[2, 3, 1]","[1, 2, 3]","[3, 2, 1]","[3, 2, 1]","[1, 2, 3]"
aberdeenshire_2017_by_election_inverurie.csv,[1],[1],[1],[1],[1],[1],[1]
aberdeenshire_2017_ward15.csv,"[2, 3, 1]","[2, 3, 1]","[2, 3, 1]","[1, 2, 3]","[3, 2, 1]","[3, 2, 1]","[1, 2, 3]"
aberdeenshire_2017_ward4.csv,"[1, 2, 5, 4]","[1, 2, 5, 4]","[1, 2, 5, 4]","[1, 2, 4, 5]","[1, 2, 5, 4]","[1, 2, 5, 4]","[1, 2, 4, 5]"
aberdeenshire_2017_ward7.csv,"[2, 5, 4, 1]","[2, 5, 4, 1]","[2, 5, 4, 1]","[1, 2, 4, 5]","[5, 2, 4, 1]","[5, 2, 4, 1]","[1, 2, 4, 5]"
aberdeenshire_2017_ward9.csv,"[4, 1, 5, 2]","[4, 1, 5, 2]","[4, 1, 5, 2]","[1, 2, 4, 5]","[4, 5, 1, 2]","[4, 1, 5, 3]","[1, 2, 4, 5]"
aberdeenshire_2020_by_election_ellon_and_district.csv,[5],[5],[5],[5],[5],[5],[5]
aberdeenshire_2021_by_election_east_garioch.csv,[2],[2],[2],[2],[2],[2],[2]
aberdeenshire_2022_ward2.csv,"[2, 3, 4]","[2, 3, 4]","[2, 3, 4]","[1, 2, 3]","[3, 2, 1]","[3, 2, 1]","[2, 3, 4]"
aberdeen_2022_ward11.csv,"[1, 5, 2]","[1, 5, 2]","[1, 5, 2]","[1, 2, 5]","[5, 1, 2]","[5, 1, 2]","[1, 2, 5]"
angus_2017_ward4.csv,"[1, 2, 3, 5]","[1, 2, 3, 5]","[1, 2, 3, 5]","[1, 2, 3, 4]","[1, 2, 3, 4]","[1, 2, 3, 4]","[1, 2, 3, 5]"
angus_2017_ward6.csv,"[1, 3, 2, 4]","[1, 3, 2, 4]","[1, 3, 2, 4]","[1, 2, 3, 5]","[3, 2, 1, 5]","[3, 1, 2, 4]","[1, 2, 3, 4]"
angus_2022_ward2.csv,"[3, 5, 4]","[3, 5, 4]","[3, 5, 4]","[3, 4, 5]","[4, 3, 5]","[3, 5, 4]","[3, 4, 5]"
argyll_bute_2017_ward10.csv,"[1, 4, 3, 2]","[1, 4, 3, 2]","[1, 4, 3, 2]","[1, 3, 4, 5]","[4, 1, 3, 5]","[4, 1, 3, 2]","[1, 2, 3, 4]"
argyll_bute_2021_by_election_isle_of_bute.csv,[4],[4],[4],[1],[1],[2],[4]
argyll_bute_2022_ward11.csv,"[1, 5, 3]","[1, 5, 3]","[1, 5, 3]","[1, 3, 5]","[5, 1, 3]","[5, 1, 4]","[1, 3, 5]"
clackmannanshire_2012_ward4.csv,"[1, 3, 4, 2]","[1, 3, 4, 2]","[1, 3, 4, 2]","[1, 2, 3, 4]","[4, 1, 3, 2]","[4, 1, 3, 2]","[1, 2, 3, 4]"
dumgal_2012_ward7.csv,"[1, 3, 4, 2]","[1, 3, 4, 2]","[1, 3, 4, 2]","[1, 2, 3, 4]","[4, 1, 2, 3]","[4, 1, 3, 5]","[1, 2, 3, 4]"
dumgal_2012_ward9.csv,"[2, 4, 5, 3]","[2, 4, 5, 3]","[2, 4, 5, 3]","[1, 2, 3, 4]","[4, 2, 3, 1]","[2, 4, 1, 5]","[2, 3, 4, 5]"
dumgal_2017_ward11.csv,"[2, 3, 4, 5]","[2, 3, 4, 5]","[2, 3, 4, 5]","[2, 3, 4, 5]","[2, 4, 5, 3]","[2, 3, 4, 5]","[2, 3, 4, 5]"
dumgal_2017_ward7.csv,"[2, 1, 5]","[2, 1, 5]","[2, 1, 5]","[1, 2, 5]","[1, 2, 5]","[2, 1, 3]","[1, 2, 5]"
dumgal_2022_ward2.csv,"[2, 3, 4, 5]","[2, 3, 4, 5]","[2, 3, 4, 5]","[2, 3, 4, 5]","[3, 2, 5, 4]","[3, 2, 4, 5]","[2, 3, 4, 5]"
dumgal_2022_ward5.csv,"[2, 4, 1]","[2, 4, 1]","[2, 4, 1]","[1, 2, 4]","[4, 1, 2]","[2, 4, 1]","[1, 2, 4]"
dumgal_2022_ward6.csv,"[1, 2, 4, 5]","[1, 2, 4, 5]","[1, 2, 4, 5]","[1, 2, 4, 5]","[2, 1, 4, 5]","[2, 1, 4, 5]","[1, 2, 4, 5]"
dumgal_2022_ward7.csv,"[1, 2, 5]","[1, 2, 5]","[1, 2, 5]","[1, 2, 5]","[2, 1, 5]","[1, 2, 4]","[1, 2, 4]"
dumgal_2022_ward8.csv,"[1, 2, 4, 3]","[1, 2, 4, 3]","[1, 2, 4, 3]","[1, 2, 3, 4]","[1, 2, 4, 3]","[4, 2, 1, 3]","[1, 2, 3, 4]"
east_ayrshire_2012_ward4.csv,"[1, 2, 3, 4]","[1, 2, 3, 4]","[1, 2, 3, 4]","[1, 2, 3, 4]","[2, 3, 4, 1]","[2, 3, 4, 1]","[1, 2, 3, 4]"
east_ayrshire_2012_ward5.csv,"[2, 5, 3]","[2, 5, 3]","[2, 4, 5]","[2, 3, 5]","[2, 5, 3]","[2, 5, 4]","[2, 4, 5]"
east_ayrshire_2012_ward6.csv,"[2, 3, 4, 5]","[2, 3, 4, 5]","[2, 3, 4, 5]","[2, 3, 4, 5]","[2, 3, 5, 4]","[3, 2, 4, 5]","[2, 3, 4, 5]"
east_ayrshire_2017_ward2.csv,"[1, 3, 4]","[1, 3, 4]","[1, 3, 4]","[1, 3, 4]","[1, 3, 4]","[1, 3, 2]","[1, 3, 4]"
east_ayrshire_2017_ward5.csv,"[1, 5, 2]","[1, 5, 2]","[1, 5, 2]","[1, 3, 5]","[5, 1, 3]","[5, 1, 2]","[1, 2, 5]"
east_ayrshire_2022_ward6.csv,"[1, 4, 2]","[1, 2, 4]","[1, 2, 4]","[1, 2, 4]","[1, 4, 2]","[1, 4, 2]","[1, 2, 4]"
east_dunbartonshire_2012_ward4.csv,"[3, 2, 5]","[3, 2, 5]","[3, 2, 5]","[2, 3, 5]","[3, 5, 2]","[3, 2, 5]","[2, 3, 5]"
east_dunbartonshire_2012_ward5.csv,"[4, 5, 2]","[4, 5, 2]","[4, 5, 2]","[2, 4, 5]","[5, 2, 4]","[5, 4, 2]","[2, 4, 5]"
east_dunbartonshire_2022_ward7.csv,"[1, 3, 5]","[1, 3, 5]","[1, 3, 5]","[1, 3, 5]","[1, 3, 5]","[3, 1, 5]","[1, 3, 5]"
east_lothian_2012_ward2.csv,"[1, 2, 4]","[1, 2, 4]","[1, 2, 4]","[1, 2, 4]","[4, 1, 2]","[1, 2, 4]","[1, 2, 4]"
east_lothian_2019_by_election_ward5_haddington.csv,[4],[4],[4],[4],[4],[2],[4]
east_renfrewshire_2012_ward3.csv,"[1, 4, 5]","[1, 4, 5]","[1, 4, 5]","[1, 4, 5]","[1, 4, 5]","[1, 4, 5]","[1, 4, 5]"
east_renfrewshire_2012_ward4.csv,"[4, 5, 3]","[4, 5, 3]","[4, 5, 3]","[3, 4, 5]","[5, 4, 3]","[4, 5, 3]","[3, 4, 5]"
edinburgh_2017_ward13.csv,"[3, 1, 4]","[3, 1, 4]","[3, 1, 4]","[3, 4, 5]","[3, 4, 5]","[3, 1, 4]","[1, 3, 4]"
edinburgh_2017_ward15.csv,"[1, 2, 4, 5]","[1, 2, 4, 5]","[1, 2, 4, 5]","[1, 2, 4, 5]","[4, 1, 5, 2]","[5, 2, 1, 4]","[1, 2, 4, 5]"
edinburgh_2017_ward3.csv,"[1, 2, 3]","[1, 2, 3]","[1, 2, 3]","[1, 2, 3]","[1, 2, 3]","[1, 2, 3]","[1, 2, 3]"
edinburgh_2022_ward15.csv,"[1, 4, 3, 2]","[1, 4, 3, 2]","[1, 4, 3, 2]","[1, 3, 4, 5]","[4, 1, 5, 3]","[4, 1, 2, 3]","[1, 2, 3, 4]"
eilean_siar_2012_ward8.csv,"[1, 2, 5]","[1, 2, 5]","[1, 2, 5]","[1, 2, 5]","[5, 2, 1]","[1, 5, 2]","[1, 2, 5]"
eilean_siar_2017_ward7.csv,"[3, 5, 1, 2]","[3, 5, 1, 2]","[3, 5, 1, 2]","[1, 2, 3, 5]","[5, 3, 1, 2]","[5, 3, 1, 2]","[1, 2, 3, 5]"
eilean_siar_2022_ward8.csv,"[1, 2, 3]","[1, 2, 3]","[1, 2, 3]","[1, 2, 3]","[1, 2, 3]","[1, 3, 5]","[1, 2, 3]"
falkirk_2012_ward1.csv,"[4, 2, 5]","[4, 2, 1]","[4, 2, 5]","[1, 2, 4]","[4, 2, 1]","[4, 2, 5]","[2, 4, 5]"
falkirk_2012_ward4.csv,"[1, 4, 5, 2]","[1, 4, 5, 2]","[1, 4, 5, 2]","[1, 2, 4, 5]","[4, 1, 5, 2]","[4, 5, 1, 2]","[1, 2, 4, 5]"
falkirk_2012_ward6.csv,"[1, 3, 4, 5]","[1, 3, 4, 5]","[1, 3, 4, 5]","[1, 3, 4, 5]","[1, 5, 3, 4]","[1, 3, 4, 5]","[1, 3, 4, 5]"
falkirk_2012_ward9.csv,"[1, 2, 3]","[1, 2, 3]","[1, 2, 3]","[1, 2, 4]","[2, 1, 4]","[2, 1, 3]","[1, 2, 3]"
falkirk_2018_by_election_bonnybridge.csv,[1],[1],[1],[1],[1],[2],[1]
fife_2012_ward18.csv,"[2, 1, 5]","[2, 1, 5]","[2, 1, 5]","[1, 2, 4]","[1, 2, 4]","[2, 1, 5]","[1, 2, 5]"
fife_2012_ward2.csv,"[3, 4, 2]","[3, 4, 2]","[3, 4, 2]","[1, 3, 4]","[3, 4, 1]","[4, 3, 2]","[2, 3, 4]"
fife_2012_ward21.csv,"[5, 2, 4]","[5, 2, 4]","[5, 2, 4]","[2, 4, 5]","[5, 2, 4]","[5, 2, 4]","[2, 4, 5]"
fife_2012_ward9.csv,"[2, 3, 1]","[2, 3, 1]","[2, 3, 1]","[1, 2, 3]","[2, 1, 3]","[2, 3, 1]","[1, 2, 3]"
highland_2012_ward3.csv,"[3, 2, 1]","[3, 2, 1]","[3, 2, 1]","[1, 2, 3]","[3, 2, 1]","[3, 2, 1]","[1, 2, 3]"
highland_2021_by_election_wick.csv,[5],[5],[5],[5],[5],[5],[5]
highland_2022_east_sutherland.csv,"[3, 5, 4]","[3, 5, 4]","[3, 5, 4]","[1, 3, 5]","[3, 5, 1]","[3, 5, 4]","[3, 4, 5]"
highland_2022_fort_william.csv,"[1, 3, 4, 5]","[1, 3, 4, 5]","[1, 3, 4, 5]","[1, 2, 3, 4]","[3, 1, 4, 2]","[3, 1, 4, 5]","[1, 3, 4, 5]"
highland_2022_tain_and_easter_ross.csv,"[1, 3, 4]","[1, 3, 4]","[1, 3, 4]","[1, 3, 4]","[4, 1, 3]","[1, 4, 3]","[1, 3, 4]"
highland_2022_wester_ross_strathpeffer_and_lochalsh.csv,"[2, 4, 1, 5]","[2, 4, 1, 5]","[2, 4, 1, 5]","[1, 2, 4, 5]","[2, 4, 5, 1]","[2, 4, 3, 1]","[1, 2, 4, 5]"
inverclyde_2012_ward1.csv,"[1, 2, 5, 3]","[1, 2, 5, 3]","[1, 2, 5, 3]","[1, 2, 3, 5]","[2, 5, 1, 3]","[2, 5, 1, 3]","[1, 2, 3, 5]"
inverclyde_2017_ward1.csv,"[2, 5, 3]","[2, 5, 3]","[2, 5, 3]","[2, 3, 5]","[5, 2, 3]","[5, 2, 3]","[2, 3, 5]"
inverclyde_2022_ward7.csv,"[1, 3, 5]","[1, 3, 5]","[1, 3, 5]","[1, 3, 5]","[1, 3, 5]","[1, 3, 5]","[1, 3, 5]"
midlothian_2012_ward6.csv,"[3, 4, 2]","[3, 2, 4]","[3, 4, 2]","[1, 2, 3]","[3, 2, 1]","[3, 2, 4]","[2, 3, 4]"
moray_2012_ward2.csv,"[1, 4, 2]","[1, 4, 2]","[1, 4, 2]","[1, 2, 4]","[1, 4, 2]","[1, 4, 2]","[1, 2, 4]"
moray_2012_ward3.csv,"[3, 5, 2]","[3, 5, 2]","[3, 5, 2]","[2, 3, 5]","[3, 5, 2]","[3, 5, 2]","[2, 3, 5]"
moray_2012_ward4.csv,"[5, 2, 4]","[5, 2, 3]","[5, 2, 3]","[2, 4, 5]","[5, 2, 4]","[5, 3, 4]","[2, 3, 5]"
moray_2012_ward6.csv,"[3, 5, 2]","[3, 5, 2]","[3, 5, 2]","[1, 3, 5]","[3, 5, 1]","[3, 5, 4]","[2, 3, 5]"
moray_2017_ward2.csv,"[2, 3, 5]","[2, 3, 5]","[2, 3, 5]","[2, 3, 5]","[3, 2, 5]","[3, 2, 5]","[2, 3, 5]"
moray_2022_ward1.csv,"[2, 3, 5]","[2, 3, 5]","[2, 3, 5]","[2, 3, 5]","[5, 3, 2]","[3, 2, 5]","[2, 3, 5]"
moray_2022_ward2.csv,"[3, 4, 2]","[3, 4, 2]","[3, 4, 2]","[2, 3, 4]","[3, 4, 2]","[3, 4, 5]","[2, 3, 4]"
moray_2022_ward4.csv,"[3, 4, 5]","[3, 4, 1]","[3, 4, 1]","[3, 4, 5]","[3, 4, 5]","[3, 4, 5]","[1, 3, 4]"
north_lanarkshire_2012_ward10.csv,"[1, 3, 4]","[1, 3, 4]","[1, 3, 4]","[1, 3, 4]","[1, 4, 3]","[1, 3, 4]","[1, 3, 4]"
north_lanarkshire_2012_ward16.csv,"[2, 5, 4]","[2, 5, 4]","[2, 5, 4]","[1, 2, 5]","[2, 5, 1]","[5, 2, 4]","[2, 4, 5]"
north_lanarkshire_2017_ward10.csv,"[1, 4, 2]","[1, 4, 2]","[1, 4, 2]","[1, 3, 4]","[1, 4, 3]","[1, 4, 2]","[1, 2, 4]"
north_lanarkshire_2017_ward14.csv,"[1, 2, 3]","[1, 2, 3]","[1, 2, 3]","[1, 2, 4]","[2, 1, 4]","[2, 1, 3]","[1, 2, 3]"
north_lanarkshire_2017_ward16.csv,"[1, 4, 5]","[1, 4, 5]","[1, 4, 5]","[1, 3, 4]","[4, 1, 3]","[4, 1, 5]","[1, 4, 5]"
north_lanarkshire_2022_ward12.csv,"[1, 3, 2, 5]","[1, 3, 2, 4]","[1, 3, 2, 4]","[1, 2, 3, 5]","[1, 3, 5, 2]","[1, 3, 2, 4]","[1, 2, 3, 4]"
north_lanarkshire_2022_ward14.csv,"[4, 5, 1]","[4, 5, 1]","[4, 5, 1]","[1, 4, 5]","[4, 5, 1]","[5, 4, 1]","[1, 4, 5]"
north_lanarkshire_2022_ward21.csv,"[2, 4, 3, 1]","[2, 4, 3, 1]","[2, 4, 3, 5]","[1, 2, 4, 5]","[4, 2, 1, 5]","[2, 4, 3, 5]","[2, 3, 4, 5]"
orkney_2017_ward5.csv,"[2, 5, 1]","[2, 1, 5]","[2, 1, 5]","[1, 2, 5]","[2, 5, 1]","[2, 1, 4]","[1, 2, 5]"
orkney_2022_ward1.csv,"[2, 4, 5, 1]","[2, 4, 5, 1]","[2, 4, 5, 1]","[1, 2, 4, 5]","[2, 4, 5, 1]","[4, 2, 5, 1]","[1, 2, 4, 5]"
orkney_2022_ward5.csv,"[3, 5, 1]","[3, 5, 1]","[3, 5, 1]","[2, 3, 5]","[3, 5, 2]","[3, 5, 4]","[3, 4, 5]"
orkney_2022_ward6.csv,"[5, 1, 4]","[5, 1, 4]","[5, 1, 4]","[1, 4, 5]","[5, 1, 4]","[5, 1, 4]","[1, 4, 5]"
perth_kinross_2012_ward1.csv,"[4, 5, 2]","[4, 5, 2]","[4, 5, 2]","[2, 3, 4]","[5, 4, 3]","[4, 5, 2]","[2, 4, 5]"
perth_kinross_2012_ward3.csv,"[1, 4, 2]","[1, 4, 2]","[1, 4, 2]","[1, 2, 4]","[1, 4, 2]","[1, 4, 2]","[1, 2, 4]"
perth_kinross_2012_ward5.csv,"[3, 4, 5]","[3, 4, 5]","[3, 4, 5]","[3, 4, 5]","[3, 5, 4]","[5, 3, 4]","[3, 4, 5]"
perth_kinross_2012_ward7.csv,"[3, 2, 1]","[3, 2, 1]","[3, 2, 1]","[1, 2, 3]","[3, 2, 1]","[3, 2, 1]","[1, 2, 3]"
perth_kinross_2015_by_election_ward12.csv,[3],[3],[3],[3],[3],[3],[3]
perth_kinross_2016_by_election_ward9.csv,[1],[1],[1],[1],[1],[1],[1]
perth_kinross_2022_ward5.csv,"[4, 1, 5]","[4, 1, 5]","[4, 1, 5]","[1, 4, 5]","[4, 1, 5]","[4, 2, 5]","[1, 4, 5]"
renfrewshire_2017_ward11.csv,"[1, 4, 5]","[1, 4, 5]","[1, 4, 5]","[1, 4, 5]","[4, 1, 5]","[4, 1, 5]","[1, 4, 5]"
renfrewshire_2022_ward10.csv,"[1, 3, 5, 4]","[1, 3, 5, 4]","[1, 3, 5, 4]","[1, 3, 4, 5]","[1, 3, 5, 4]","[1, 5, 3, 2]","[1, 3, 4, 5]"
renfrewshire_2022_ward11.csv,"[1, 4, 3]","[1, 4, 3]","[1, 4, 3]","[1, 3, 4]","[4, 3, 1]","[1, 3, 4]","[1, 3, 4]"
renfrewshire_2022_ward2.csv,"[1, 3, 5]","[1, 3, 5]","[1, 3, 5]","[1, 3, 4]","[3, 1, 4]","[3, 1, 5]","[1, 3, 5]"
sc_borders_2012_ward6.csv,"[4, 1, 5]","[4, 1, 5]","[4, 1, 5]","[1, 4, 5]","[4, 1, 5]","[4, 1, 5]","[1, 4, 5]"
sc_borders_2017_ward2.csv,"[2, 1, 5]","[2, 1, 5]","[2, 1, 5]","[1, 2, 5]","[2, 1, 5]","[2, 1, 5]","[1, 2, 5]"
shetland_2012_ward1.csv,"[3, 2, 1]","[3, 2, 1]","[3, 2, 1]","[1, 2, 3]","[3, 2, 1]","[3, 2, 1]","[1, 2, 3]"
shetland_2017_ward1.csv,"[4, 5, 3]","[4, 5, 3]","[4, 5, 3]","[3, 4, 5]","[5, 4, 3]","[4, 5, 3]","[3, 4, 5]"
shetland_2017_ward4.csv,"[2, 4, 5]","[2, 4, 5]","[2, 4, 5]","[2, 4, 5]","[4, 5, 2]","[4, 2, 5]","[2, 4, 5]"
shetland_2017_ward7.csv,"[2, 5, 1, 3]","[1, 2, 5, 4]","[1, 2, 5, 3]","[1, 2, 4, 5]","[5, 2, 1, 4]","[2, 5, 1, 3]","[1, 2, 3, 5]"
shetland_2022_ward5.csv,"[2, 3, 4]","[2, 3, 4]","[2, 3, 4]","[2, 3, 4]","[2, 3, 4]","[2, 3, 4]","[2, 3, 4]"
shetland_2022_ward7.csv,"[3, 5, 1, 4]","[3, 5, 1, 4]","[3, 5, 1, 4]","[1, 3, 4, 5]","[3, 5, 1, 4]","[3, 5, 1, 4]","[1, 3, 4, 5]"
south_ayrshire_2012_ward3.csv,"[1, 2, 4, 3]","[1, 2, 4, 5]","[1, 2, 4, 5]","[1, 2, 3, 4]","[2, 1, 3, 4]","[2, 1, 4, 5]","[1, 2, 4, 5]"
south_ayrshire_2012_ward7.csv,"[1, 2, 3, 4]","[1, 2, 3, 4]","[1, 2, 3, 4]","[1, 2, 3, 4]","[1, 4, 3, 2]","[1, 3, 2, 4]","[1, 2, 3, 4]"
south_ayrshire_2017_ward4.csv,"[3, 4, 2]","[3, 2, 4]","[3, 2, 4]","[2, 3, 4]","[3, 2, 4]","[3, 2, 4]","[2, 3, 4]"
south_ayrshire_2017_ward7.csv,"[1, 4, 2]","[1, 4, 2]","[1, 4, 2]","[1, 2, 4]","[2, 1, 4]","[1, 4, 2]","[1, 2, 4]"
south_lanarkshire_2022_ward19.csv,"[1, 2, 4, 5]","[1, 2, 4, 5]","[1, 2, 4, 5]","[1, 2, 3, 4]","[2, 4, 3, 1]","[4, 2, 1, 5]","[1, 2, 4, 5]"
south_lanarkshire_2022_ward2.csv,"[1, 3, 4]","[1, 3, 4]","[1, 3, 4]","[1, 3, 4]","[4, 3, 1]","[4, 3, 1]","[1, 3, 4]"
west_dunbartonshire_2017_ward4.csv,"[3, 4, 1]","[3, 1, 4]","[3, 1, 4]","[1, 2, 3]","[3, 1, 2]","[3, 2, 4]","[1, 3, 4]"
west_dunbartonshire_2022_ward1.csv,"[2, 4, 5]","[2, 4, 5]","[2, 4, 5]","[2, 3, 4]","[4, 2, 3]","[2, 4, 5]","[2, 4, 5]"
west_dunbartonshire_2022_ward4.csv,"[2, 4, 3]","[2, 4, 3]","[2, 4, 3]","[2, 4, 5]","[2, 4, 5]","[2, 4, 3]","[2, 3, 4]"
west_dunbartonshire_2022_ward5.csv,"[1, 2, 4, 3]","[1, 2, 4, 3]","[1, 2, 3, 4]","[1, 2, 3, 5]","[1, 2, 3, 5]","[1, 2, 4, 3]","[1, 2, 3, 4]"
west_lothian_2012_ward9.csv,"[1, 2, 3]","[1, 2, 3]","[1, 2, 3]","[1, 2, 3]","[1, 3, 2]","[1, 3, 2]","[1, 2, 3]"
aberdeenshire_2012_ward12.csv,"[4, 3, 2]","[4, 3, 2]","[4, 3, 2]","[2, 3, 4]","[4, 2, 3]","[4, 3, 2]","[2, 3, 4]"
aberdeenshire_2012_ward14.csv,"[1, 5, 4, 2]","[1, 5, 4, 2]","[1, 5, 4, 2]","[1, 2, 4, 5]","[5, 1, 4, 2]","[1, 5, 4, 2]","[1, 2, 4, 5]"
aberdeenshire_2012_ward6.csv,"[5, 4, 2]","[5, 4, 2]","[5, 4, 2]","[1, 2, 5]","[5, 2, 1]","[5, 4, 2]","[2, 4, 5]"
aberdeenshire_2012_ward7.csv,"[1, 4, 6]","[1, 4, 6]","[1, 6, 4]","[1, 4, 6]","[1, 4, 6]","[1, 4, 3]","[1, 4, 6]"
aberdeenshire_2012_ward9.csv,"[3, 6, 2, 4]","[3, 6, 2, 4]","[3, 6, 2, 4]","[2, 3, 4, 5]","[3, 2, 4, 5]","[3, 2, 6, 4]","[2, 3, 4, 6]"
aberdeenshire_2017_ward10.csv,"[2, 5, 1]","[2, 5, 1]","[2, 5, 1]","[1, 2, 5]","[2, 1, 5]","[2, 1, 5]","[1, 2, 5]"
aberdeenshire_2017_ward11.csv,"[1, 2, 6, 3]","[1, 2, 6, 3]","[1, 2, 6, 3]","[1, 2, 3, 6]","[2, 1, 6, 3]","[2, 1, 6, 3]","[1, 2, 3, 6]"
aberdeenshire_2017_ward12.csv,"[3, 1, 2, 5]","[3, 1, 2, 5]","[3, 1, 2, 5]","[1, 2, 3, 5]","[2, 5, 3, 1]","[3, 2, 5, 1]","[1, 2, 3, 5]"
aberdeenshire_2017_ward14.csv,"[2, 6, 3, 5]","[2, 6, 3, 5]","[2, 6, 3, 5]","[2, 3, 5, 6]","[2, 5, 3, 6]","[2, 6, 5, 3]","[2, 3, 5, 6]"
aberdeenshire_2017_ward2.csv,"[2, 4, 1]","[2, 1, 4]","[2, 4, 1]","[1, 2, 4]","[2, 1, 4]","[2, 1, 4]","[1, 2, 4]"
aberdeenshire_2017_ward5.csv,"[1, 2, 3, 6]","[1, 2, 3, 6]","[1, 2, 3, 6]","[1, 2, 3, 6]","[2, 1, 3, 6]","[2, 1, 3, 6]","[1, 2, 3, 6]"
aberdeenshire_2017_ward6.csv,"[3, 6, 1]","[3, 1, 6]","[3, 1, 6]","[1, 3, 6]","[3, 6, 1]","[3, 6, 1]","[1, 3, 6]"
aberdeenshire_2022_ward11.csv,"[1, 3, 6, 2]","[1, 3, 6, 2]","[1, 3, 6, 2]","[1, 2, 3, 6]","[2, 1, 3, 6]","[3, 1, 6, 2]","[1, 2, 3, 6]"
aberdeenshire_2022_ward12.csv,"[4, 6, 5, 3]","[4, 6, 3, 5]","[4, 6, 3, 5]","[3, 4, 5, 6]","[6, 4, 5, 3]","[6, 4, 5, 3]","[3, 4, 5, 6]"
aberdeenshire_2022_ward15.csv,"[3, 2, 4]","[3, 2, 4]","[3, 2, 1]","[2, 3, 4]","[2, 3, 4]","[2, 3, 1]","[1, 2, 3]"
aberdeenshire_2022_ward16.csv,"[6, 2, 5]","[6, 2, 5]","[6, 2, 5]","[2, 5, 6]","[2, 6, 5]","[6, 2, 1]","[2, 5, 6]"
